Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price
Domestic,3/25/2023,86,233210,ELP,John F. Kennedy International Airport,3806,JFK,753,171,12:10 PM,256,0,TRUE,1903,-2,2:26 PM,3/25/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,154,210,10,El Paso International Airport,58,New York,2746
Domestic,3/25/2023,88,236213,BOS,El Paso International Airport,4128,ELP,913,492,12:10 PM,275,0,FALSE,2064,2,6:45 PM,3/25/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,150,213,12,Boston Logan International Airport,50,El Paso,2475
Domestic,3/25/2023,98,230216,ELP,Logan International Airport,4128,BOS,608,473,12:10 PM,275,0,TRUE,2064,2,6:45 PM,3/25/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,161,216,12,El Paso International Airport,51,Boston,1360
Domestic,3/25/2023,95,233219,LAS,El Paso International Airport,1164,ELP,1178,448,12:10 PM,97,0,FALSE,582,-1,12:47 PM,3/25/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,156,219,14,Harry Reid International Airport,47,El Paso,1349
Domestic,3/25/2023,91,236222,ELP,Harry Reid International Airport,1164,LAS,1065,382,12:10 PM,97,0,TRUE,582,1,2:47 PM,3/25/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,154,222,14,El Paso International Airport,49,Las Vegas,1790
International,3/26/2023,88,230225,LHR,El Paso International Airport,15444,ELP,3055,1134,12:10 PM,645,13,FALSE,5148,7,5:55 AM,3/25/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,154,225,10,Heathrow Airport,56,El Paso,10825
International,3/25/2023,97,233228,ELP,Heathrow Airport,15444,LHR,5503,1268,12:10 PM,645,13,FALSE,5148,-7,3:55 PM,3/25/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,163,228,11,El Paso International Airport,55,London,9667
International,3/25/2023,101,236231,MEX,Abraham Gonzalez International Airport,2871,CJS,3420,914,12:10 PM,142,3,FALSE,957,1,3:32 PM,3/25/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,157,231,14,Aeropuerto Internacional Benito Juarez,42,Juarez,7979
International,3/25/2023,96,230234,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4431,1107,12:10 PM,142,3,FALSE,957,-1,1:32 PM,3/25/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,166,234,13,Abraham Gonzalez International Airport,57,Ciudad de Mexico,5090
Domestic,3/25/2023,91,233237,LAX,Orlando International Airport,3854,ORL,768,256,12:10 PM,281,0,TRUE,1927,-3,1:51 PM,3/25/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,156,237,14,Los Angeles International Airport,51,Orlando,2926
Domestic,3/25/2023,93,236240,ORL,Los Angeles International Airport,3854,LAX,950,485,12:10 PM,281,0,TRUE,1927,3,7:51 PM,3/25/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,155,240,10,Orlando International Airport,52,Los Angeles,2620
Domestic,3/25/2023,103,230243,LAX,Logan International Airport,4538,BOS,571,547,12:10 PM,326,0,TRUE,2269,-3,2:36 PM,3/25/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,177,243,10,Los Angeles International Airport,64,Boston,1698
Domestic,3/25/2023,88,233246,BOS,Los Angeles International Airport,4538,LAX,865,374,12:10 PM,326,0,TRUE,2269,3,8:36 PM,3/25/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,166,246,14,Boston Logan International Airport,64,Los Angeles,2017
International,3/25/2023,97,236249,CUN,El Paso International Airport,3687,ELP,2867,1076,12:10 PM,190,4,FALSE,1229,2,5:20 PM,3/25/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,148,249,9,Cancun International Airport,42,El Paso,6829
International,3/25/2023,90,230252,ELP,Cancun International Airport,3687,CUN,5599,1129,12:10 PM,190,4,TRUE,1229,-2,1:20 PM,3/25/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,166,252,15,El Paso International Airport,61,Cancun,9651
International,3/25/2023,92,233255,YYZ,El Paso International Airport,4347,ELP,2967,1256,12:10 PM,219,4,FALSE,1449,2,5:49 PM,3/25/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,147,255,13,Toronto Pearson International Airport,42,El Paso,4990
International,3/25/2023,94,236258,ELP,Toronto Pearson International Airport,4347,YYZ,5723,1277,12:10 PM,219,4,TRUE,1449,-2,1:49 PM,3/25/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,169,258,14,El Paso International Airport,61,Toronto,3876
International,3/26/2023,97,230261,CDG,El Paso International Airport,13986,ELP,4565,987,12:10 PM,639,12,FALSE,4662,8,6:49 AM,3/25/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,154,261,13,Paris Charles de Gaulle Airport,44,El Paso,12500
International,3/25/2023,95,233264,ELP,Paris Charles de Gaulle Airport,13986,CDG,6013,930,12:10 PM,639,12,TRUE,4662,-8,2:49 PM,3/25/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,161,264,15,El Paso International Airport,51,Paris,8678
International,3/26/2023,102,236267,HND,El Paso International Airport,15966,ELP,5546,981,12:10 PM,725,14,FALSE,5322,16,4:15 PM,3/25/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,169,267,15,Tokyo Haneda Airport,52,El Paso,11404
International,3/25/2023,93,230270,ELP,Tokyo Haneda Airport,15966,HND,3116,1029,12:10 PM,725,14,TRUE,5322,-16,8:15 AM,3/25/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,163,270,8,El Paso International Airport,62,Tokyo,10028
Domestic,3/26/2023,94,233273,DFW,El Paso International Airport,1102,ELP,921,192,12:10 PM,94,0,FALSE,551,1,2:44 PM,3/26/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,160,273,13,Dallas/Ft. Worth International Airport,53,El Paso,3284
Domestic,3/26/2023,86,236276,ELP,Dallas/Ft. Worth International Airport,1102,DFW,792,172,12:10 PM,94,0,TRUE,551,-1,12:44 PM,3/26/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,150,276,15,El Paso International Airport,49,Dallas,2519
Domestic,3/26/2023,91,230279,LAX,El Paso International Airport,1428,ELP,1018,498,12:10 PM,113,0,FALSE,714,-1,1:03 PM,3/26/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,142,279,11,Los Angeles International Airport,40,El Paso,3329
Domestic,3/26/2023,103,233282,ELP,Los Angeles International Airport,1428,LAX,996,299,12:10 PM,113,0,TRUE,714,1,3:03 PM,3/26/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,179,282,12,El Paso International Airport,64,Los Angeles,3104
Domestic,3/26/2023,87,236285,ORD,El Paso International Airport,2470,ELP,1179,172,12:10 PM,176,0,FALSE,1235,1,4:06 PM,3/26/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,146,285,9,Chicago International Airport,50,El Paso,1502
Domestic,3/26/2023,87,230288,ELP,Chicago International Airport,2470,ORD,774,420,12:10 PM,176,0,TRUE,1235,-1,2:06 PM,3/26/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,148,288,11,El Paso International Airport,50,Chicago,2767
Domestic,3/26/2023,98,233291,ATL,El Paso International Airport,2560,ELP,918,481,12:10 PM,181,0,FALSE,1280,2,5:11 PM,3/26/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,159,291,9,Hartsfield-Jackson Atlanta International Airport,52,El Paso,2096
Domestic,3/26/2023,89,236294,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,923,189,12:10 PM,181,0,TRUE,1280,-2,1:11 PM,3/26/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,138,294,9,El Paso International Airport,40,Atlanta,2057
Domestic,3/26/2023,94,230297,JFK,El Paso International Airport,3806,ELP,754,237,12:10 PM,256,0,FALSE,1903,2,6:26 PM,3/26/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,163,297,10,John F. Kennedy International Airport,59,El Paso,1982
Domestic,3/26/2023,96,233300,ELP,John F. Kennedy International Airport,3806,JFK,785,311,12:10 PM,256,0,TRUE,1903,-2,2:26 PM,3/26/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,153,300,10,El Paso International Airport,47,New York,1477
Domestic,3/26/2023,90,236303,BOS,El Paso International Airport,4128,ELP,717,461,12:10 PM,275,0,FALSE,2064,2,6:45 PM,3/26/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,155,303,14,Boston Logan International Airport,51,El Paso,1657
Domestic,3/26/2023,92,230306,ELP,Logan International Airport,4128,BOS,674,536,12:10 PM,275,0,TRUE,2064,2,6:45 PM,3/26/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,155,306,11,El Paso International Airport,52,Boston,3269
Domestic,3/26/2023,87,233309,LAS,El Paso International Airport,1164,ELP,760,141,12:10 PM,97,0,FALSE,582,-1,12:47 PM,3/26/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,140,309,9,Harry Reid International Airport,44,El Paso,1550
Domestic,3/26/2023,100,236312,ELP,Harry Reid International Airport,1164,LAS,728,126,12:10 PM,97,0,TRUE,582,1,2:47 PM,3/26/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,164,312,9,El Paso International Airport,55,Las Vegas,1278
International,3/27/2023,92,230315,LHR,El Paso International Airport,15444,ELP,3813,984,12:10 PM,645,13,FALSE,5148,7,5:55 AM,3/26/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,162,315,8,Heathrow Airport,62,El Paso,8275
International,3/26/2023,104,233318,ELP,Heathrow Airport,15444,LHR,4894,1088,12:10 PM,645,13,FALSE,5148,-7,3:55 PM,3/26/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,181,318,15,El Paso International Airport,62,London,11926
International,3/26/2023,86,236321,MEX,Abraham Gonzalez International Airport,2871,CJS,4576,1474,12:10 PM,142,3,FALSE,957,1,3:32 PM,3/26/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,149,321,12,Aeropuerto Internacional Benito Juarez,51,Juarez,10218
International,3/26/2023,98,230324,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3589,925,12:10 PM,142,3,FALSE,957,-1,1:32 PM,3/26/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,154,324,10,Abraham Gonzalez International Airport,46,Ciudad de Mexico,4242
Domestic,3/26/2023,98,233327,LAX,Orlando International Airport,3854,ORL,552,285,12:10 PM,281,0,TRUE,1927,-3,1:51 PM,3/26/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,159,327,10,Los Angeles International Airport,51,Orlando,2651
Domestic,3/26/2023,103,236330,ORL,Los Angeles International Airport,3854,LAX,997,295,12:10 PM,281,0,TRUE,1927,3,7:51 PM,3/26/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,173,330,9,Orlando International Airport,61,Los Angeles,2712
Domestic,3/26/2023,96,230333,LAX,Logan International Airport,4538,BOS,735,516,12:10 PM,326,0,TRUE,2269,-3,2:36 PM,3/26/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,151,333,8,Los Angeles International Airport,47,Boston,2945
Domestic,3/26/2023,102,233336,BOS,Los Angeles International Airport,4538,LAX,783,269,12:10 PM,326,0,TRUE,2269,3,8:36 PM,3/26/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,157,336,14,Boston Logan International Airport,41,Los Angeles,2310
International,3/26/2023,86,236339,CUN,El Paso International Airport,3687,ELP,3386,853,12:10 PM,190,4,FALSE,1229,2,5:20 PM,3/26/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,152,339,10,Cancun International Airport,56,El Paso,11153
International,3/26/2023,92,230342,ELP,Cancun International Airport,3687,CUN,5457,1199,12:10 PM,190,4,TRUE,1229,-2,1:20 PM,3/26/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,156,342,10,El Paso International Airport,54,Cancun,7882
International,3/26/2023,94,233345,YYZ,El Paso International Airport,4347,ELP,4450,1042,12:10 PM,219,4,FALSE,1449,2,5:49 PM,3/26/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,167,345,12,Toronto Pearson International Airport,61,El Paso,8343
International,3/26/2023,97,236348,ELP,Toronto Pearson International Airport,4347,YYZ,3819,1065,12:10 PM,219,4,TRUE,1449,-2,1:49 PM,3/26/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,169,348,11,El Paso International Airport,61,Toronto,9094
International,3/27/2023,93,230351,CDG,El Paso International Airport,13986,ELP,5007,1065,12:10 PM,639,12,FALSE,4662,8,6:49 AM,3/26/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,169,351,12,Paris Charles de Gaulle Airport,64,El Paso,4900
International,3/26/2023,87,233354,ELP,Paris Charles de Gaulle Airport,13986,CDG,5326,1232,12:10 PM,639,12,TRUE,4662,-8,2:49 PM,3/26/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,148,354,13,El Paso International Airport,48,Paris,7132
International,3/27/2023,90,236357,HND,El Paso International Airport,15966,ELP,3599,940,12:10 PM,725,14,FALSE,5322,16,4:15 PM,3/26/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,138,357,8,Tokyo Haneda Airport,40,El Paso,8484
International,3/26/2023,94,230360,ELP,Tokyo Haneda Airport,15966,HND,5233,1072,12:10 PM,725,14,TRUE,5322,-16,8:15 AM,3/26/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,145,360,8,El Paso International Airport,43,Tokyo,6555
Domestic,3/27/2023,85,233363,DFW,El Paso International Airport,1102,ELP,737,156,12:10 PM,94,0,FALSE,551,1,2:44 PM,3/27/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,137,363,9,Dallas/Ft. Worth International Airport,43,El Paso,3159
Domestic,3/27/2023,88,236366,ELP,Dallas/Ft. Worth International Airport,1102,DFW,933,193,12:10 PM,94,0,TRUE,551,-1,12:44 PM,3/27/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,156,366,15,El Paso International Airport,53,Dallas,2014
Domestic,3/27/2023,98,230369,LAX,El Paso International Airport,1428,ELP,858,466,12:10 PM,113,0,FALSE,714,-1,1:03 PM,3/27/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,166,369,11,Los Angeles International Airport,57,El Paso,3037
Domestic,3/27/2023,101,233372,ELP,Los Angeles International Airport,1428,LAX,1198,417,12:10 PM,113,0,TRUE,714,1,3:03 PM,3/27/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,152,372,8,El Paso International Airport,43,Los Angeles,1220
Domestic,3/27/2023,104,236375,ORD,El Paso International Airport,2470,ELP,747,414,12:10 PM,176,0,FALSE,1235,1,4:06 PM,3/27/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,168,375,15,Chicago International Airport,49,El Paso,1694
Domestic,3/27/2023,95,230378,ELP,Chicago International Airport,2470,ORD,690,264,12:10 PM,176,0,TRUE,1235,-1,2:06 PM,3/27/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,168,378,9,El Paso International Airport,64,Chicago,1378
Domestic,3/27/2023,100,233381,ATL,El Paso International Airport,2560,ELP,982,131,12:10 PM,181,0,FALSE,1280,2,5:11 PM,3/27/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,159,381,13,Hartsfield-Jackson Atlanta International Airport,46,El Paso,2625
Domestic,3/27/2023,95,236384,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,776,260,12:10 PM,181,0,TRUE,1280,-2,1:11 PM,3/27/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,151,384,11,El Paso International Airport,45,Atlanta,1424
Domestic,3/27/2023,89,230387,JFK,El Paso International Airport,3806,ELP,814,276,12:10 PM,256,0,FALSE,1903,2,6:26 PM,3/27/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,153,387,8,John F. Kennedy International Airport,56,El Paso,2979
Domestic,3/27/2023,92,233390,ELP,John F. Kennedy International Airport,3806,JFK,622,472,12:10 PM,256,0,TRUE,1903,-2,2:26 PM,3/27/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,151,390,10,El Paso International Airport,49,New York,2756
Domestic,3/27/2023,85,236393,BOS,El Paso International Airport,4128,ELP,1195,179,12:10 PM,275,0,FALSE,2064,2,6:45 PM,3/27/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,145,393,9,Boston Logan International Airport,51,El Paso,2488
Domestic,3/27/2023,93,230396,ELP,Logan International Airport,4128,BOS,730,272,12:10 PM,275,0,TRUE,2064,2,6:45 PM,3/27/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,164,396,8,El Paso International Airport,63,Boston,3097
Domestic,3/27/2023,86,233399,LAS,El Paso International Airport,1164,ELP,824,370,12:10 PM,97,0,FALSE,582,-1,12:47 PM,3/27/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,154,399,8,Harry Reid International Airport,60,El Paso,1740
Domestic,3/27/2023,99,236402,ELP,Harry Reid International Airport,1164,LAS,747,517,12:10 PM,97,0,TRUE,582,1,2:47 PM,3/27/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,152,402,12,El Paso International Airport,41,Las Vegas,2160
International,3/28/2023,87,230405,LHR,El Paso International Airport,15444,ELP,5390,1381,12:10 PM,645,13,FALSE,5148,7,5:55 AM,3/27/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,146,405,8,Heathrow Airport,51,El Paso,5376
International,3/27/2023,100,233408,ELP,Heathrow Airport,15444,LHR,5212,1074,12:10 PM,645,13,FALSE,5148,-7,3:55 PM,3/27/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,155,408,13,El Paso International Airport,42,London,7058
International,3/27/2023,104,236411,MEX,Abraham Gonzalez International Airport,2871,CJS,3384,724,12:10 PM,142,3,FALSE,957,1,3:32 PM,3/27/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,167,411,15,Aeropuerto Internacional Benito Juarez,48,Juarez,4500
International,3/27/2023,97,230414,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3294,1012,12:10 PM,142,3,FALSE,957,-1,1:32 PM,3/27/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,170,414,12,Abraham Gonzalez International Airport,61,Ciudad de Mexico,4226
Domestic,3/27/2023,95,233417,LAX,Orlando International Airport,3854,ORL,1094,241,12:10 PM,281,0,TRUE,1927,-3,1:51 PM,3/27/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,167,417,11,Los Angeles International Airport,61,Orlando,1213
Domestic,3/27/2023,90,236420,ORL,Los Angeles International Airport,3854,LAX,773,489,12:10 PM,281,0,TRUE,1927,3,7:51 PM,3/27/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,163,420,15,Orlando International Airport,58,Los Angeles,2100
Domestic,3/27/2023,92,230423,LAX,Logan International Airport,4538,BOS,741,138,12:10 PM,326,0,TRUE,2269,-3,2:36 PM,3/27/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,151,423,12,Los Angeles International Airport,47,Boston,3024
Domestic,3/27/2023,101,233426,BOS,Los Angeles International Airport,4538,LAX,587,194,12:10 PM,326,0,TRUE,2269,3,8:36 PM,3/27/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,152,426,9,Boston Logan International Airport,42,Los Angeles,3007
International,3/27/2023,88,236429,CUN,El Paso International Airport,3687,ELP,4362,745,12:10 PM,190,4,FALSE,1229,2,5:20 PM,3/27/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,159,429,11,Cancun International Airport,60,El Paso,9294
International,3/27/2023,90,230432,ELP,Cancun International Airport,3687,CUN,3606,1087,12:10 PM,190,4,TRUE,1229,-2,1:20 PM,3/27/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,144,432,13,El Paso International Airport,41,Cancun,8962
International,3/27/2023,94,233435,YYZ,El Paso International Airport,4347,ELP,5032,1515,12:10 PM,219,4,FALSE,1449,2,5:49 PM,3/27/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,152,435,14,Toronto Pearson International Airport,44,El Paso,7455
International,3/27/2023,94,236438,ELP,Toronto Pearson International Airport,4347,YYZ,5684,940,12:10 PM,219,4,TRUE,1449,-2,1:49 PM,3/27/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,143,438,9,El Paso International Airport,40,Toronto,6819
International,3/28/2023,96,230441,CDG,El Paso International Airport,13986,ELP,5152,1480,12:10 PM,639,12,FALSE,4662,8,6:49 AM,3/27/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,169,441,15,Paris Charles de Gaulle Airport,58,El Paso,9101
International,3/27/2023,93,233444,ELP,Paris Charles de Gaulle Airport,13986,CDG,5258,1007,12:10 PM,639,12,TRUE,4662,-8,2:49 PM,3/27/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,148,444,10,El Paso International Airport,45,Paris,6976
International,3/28/2023,99,236447,HND,El Paso International Airport,15966,ELP,3833,1288,12:10 PM,725,14,FALSE,5322,16,4:15 PM,3/27/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,155,447,11,Tokyo Haneda Airport,45,El Paso,10011
International,3/27/2023,96,230450,ELP,Tokyo Haneda Airport,15966,HND,3881,956,12:10 PM,725,14,TRUE,5322,-16,8:15 AM,3/27/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,163,450,12,El Paso International Airport,55,Tokyo,4653
Domestic,3/28/2023,103,233453,DFW,El Paso International Airport,1102,ELP,570,383,12:10 PM,94,0,FALSE,551,1,2:44 PM,3/28/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,164,453,12,Dallas/Ft. Worth International Airport,49,El Paso,3493
Domestic,3/28/2023,92,236456,ELP,Dallas/Ft. Worth International Airport,1102,DFW,622,248,12:10 PM,94,0,TRUE,551,-1,12:44 PM,3/28/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,163,456,10,El Paso International Airport,61,Dallas,3397
Domestic,3/28/2023,94,230459,LAX,El Paso International Airport,1428,ELP,1075,303,12:10 PM,113,0,FALSE,714,-1,1:03 PM,3/28/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,167,459,11,Los Angeles International Airport,62,El Paso,1275
Domestic,3/28/2023,104,233462,ELP,Los Angeles International Airport,1428,LAX,1109,414,12:10 PM,113,0,TRUE,714,1,3:03 PM,3/28/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,170,462,15,El Paso International Airport,51,Los Angeles,2431
Domestic,3/28/2023,98,236465,ORD,El Paso International Airport,2470,ELP,632,291,12:10 PM,176,0,FALSE,1235,1,4:06 PM,3/28/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,164,465,8,Chicago International Airport,58,El Paso,2977
Domestic,3/28/2023,88,230468,ELP,Chicago International Airport,2470,ORD,1009,257,12:10 PM,176,0,TRUE,1235,-1,2:06 PM,3/28/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,147,468,10,El Paso International Airport,49,Chicago,2087
Domestic,3/28/2023,88,233471,ATL,El Paso International Airport,2560,ELP,680,425,12:10 PM,181,0,FALSE,1280,2,5:11 PM,3/28/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,157,471,11,Hartsfield-Jackson Atlanta International Airport,58,El Paso,1969
Domestic,3/28/2023,89,236474,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,664,245,12:10 PM,181,0,TRUE,1280,-2,1:11 PM,3/28/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,150,474,13,El Paso International Airport,48,Atlanta,1647
Domestic,3/28/2023,98,230477,JFK,El Paso International Airport,3806,ELP,826,533,12:10 PM,256,0,FALSE,1903,2,6:26 PM,3/28/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,151,477,13,John F. Kennedy International Airport,40,El Paso,2706
Domestic,3/28/2023,104,233480,ELP,John F. Kennedy International Airport,3806,JFK,823,329,12:10 PM,256,0,TRUE,1903,-2,2:26 PM,3/28/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,162,480,14,El Paso International Airport,44,New York,2531
Domestic,3/28/2023,101,236483,BOS,El Paso International Airport,4128,ELP,761,518,12:10 PM,275,0,FALSE,2064,2,6:45 PM,3/28/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,165,483,13,Boston Logan International Airport,51,El Paso,2312
Domestic,3/28/2023,103,230486,ELP,Logan International Airport,4128,BOS,617,214,12:10 PM,275,0,TRUE,2064,2,6:45 PM,3/28/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,170,486,15,El Paso International Airport,52,Boston,1987
Domestic,3/28/2023,88,233489,LAS,El Paso International Airport,1164,ELP,975,352,12:10 PM,97,0,FALSE,582,-1,12:47 PM,3/28/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,152,489,10,Harry Reid International Airport,54,El Paso,3259
